key,category,zh-TW,note
craft.workbench.alchemy.action.note.batch,煉製,擇量製作，至多 {maxQuantity} 批，每批 {batchCount} {unit}。,
craft.workbench.alchemy.action.note.exact,煉製,當前投料已等同完整{recipeKind}。,
craft.workbench.alchemy.action.note.job-ready,煉製,當前技藝任務進行中，新{recipeKind}確認後即入隊列。,
craft.workbench.alchemy.action.note.single,煉製,單批固定 {batchCount} {unit}，每{unit}獨立判定；單批需靈石 {spiritStoneCost} 枚，單批耗時 {batchTime}。,
craft.workbench.alchemy.action.reset-draft,煉製,重置投料,
craft.workbench.alchemy.action.save-preset.create,煉製,保存自定義丹方,
craft.workbench.alchemy.action.save-preset.create.forging,煉製,保存自定義器方,
craft.workbench.alchemy.action.save-preset.overwrite,煉製,覆蓋當前自定義丹方,
craft.workbench.alchemy.action.save-preset.overwrite.forging,煉製,覆蓋當前自定義器方,
craft.workbench.alchemy.action.simple-tab.alchemy,煉製,去自創丹方調整,
craft.workbench.alchemy.action.simple-tab.forging,煉製,去自創器方調整,
craft.workbench.alchemy.category.accessory,煉製,飾品,
craft.workbench.alchemy.category.artifact,煉製,法寶,
craft.workbench.alchemy.category.body,煉製,護甲,
craft.workbench.alchemy.category.buff,煉製,增益,
craft.workbench.alchemy.category.head,煉製,頭盔,
craft.workbench.alchemy.category.legs,煉製,鞋履,
craft.workbench.alchemy.category.recovery,煉製,恢復,
craft.workbench.alchemy.category.special,煉製,特殊,
craft.workbench.alchemy.category.technique,煉製,技藝,
craft.workbench.alchemy.category.weapon,煉製,武器,
craft.workbench.alchemy.confirm.batch-time,煉製,單批耗時,
craft.workbench.alchemy.confirm.error.exceed-max,煉製,當前最多可製作 {maxQuantity} 批。,
craft.workbench.alchemy.confirm.error.invalid-quantity,煉製,煉製數量有誤,
craft.workbench.alchemy.confirm.error.no-materials,煉製,材料或靈石不足，當前無法制作。,
craft.workbench.alchemy.confirm.hint,煉製,至多 {maxQuantity} 批，每批產出 {outputCount} {unit}。動則暫停技藝。,
craft.workbench.alchemy.confirm.item-kind.alchemy,煉製,丹藥,
craft.workbench.alchemy.confirm.item-kind.forging,煉製,器物,
craft.workbench.alchemy.confirm.mode.alchemy,煉製,煉製,
craft.workbench.alchemy.confirm.mode.forging,煉製,煉器,
craft.workbench.alchemy.confirm.no-startup,煉製,直接製作,
craft.workbench.alchemy.confirm.quantity-label,煉製,煉製數量,
craft.workbench.alchemy.confirm.quick.max,煉製,最大,
craft.workbench.alchemy.confirm.quick.one,煉製,1,
craft.workbench.alchemy.confirm.recipe-kind.alchemy,煉製,丹方,
craft.workbench.alchemy.confirm.recipe-kind.forging,煉製,器方,
craft.workbench.alchemy.confirm.recipe-label.full.alchemy,煉製,完整丹方,
craft.workbench.alchemy.confirm.recipe-label.full.forging,煉製,完整器方,
craft.workbench.alchemy.confirm.recipe-label.simple.alchemy,煉製,自創丹方,
craft.workbench.alchemy.confirm.recipe-label.simple.forging,煉製,自創器方,
craft.workbench.alchemy.confirm.recipe-summary,煉製,{recipeLabel} · 一批 {batchCount} {unit},
craft.workbench.alchemy.confirm.spirit-stone,煉製,靈石,
craft.workbench.alchemy.confirm.start,煉製,開始,
craft.workbench.alchemy.confirm.start-append,煉製,加入到隊列,
craft.workbench.alchemy.confirm.start-preserve,煉製,開始(保留隊列),
craft.workbench.alchemy.confirm.subtitle,煉製,{recipeName} · {recipeLabel},
craft.workbench.alchemy.confirm.title,煉製,選擇{modeLabel}數量,
craft.workbench.alchemy.confirm.total-spirit-stone,煉製,總靈石,
craft.workbench.alchemy.confirm.total-spirit-stone-value,煉製,{cost} 靈石,
craft.workbench.alchemy.confirm.total-time,煉製,本次總耗時,
craft.workbench.alchemy.confirm.total-time-value,煉製,{ticks} 息,
craft.workbench.alchemy.confirm.unit.alchemy,煉製,枚,
craft.workbench.alchemy.confirm.unit.forging,煉製,件,
craft.workbench.alchemy.control.realm,煉製,境界,
craft.workbench.alchemy.control.recipe-type.alchemy,煉製,丹方類型,
craft.workbench.alchemy.control.recipe-type.forging,煉製,器方類型,
craft.workbench.alchemy.item-kind.alchemy,煉製,藥名,
craft.workbench.alchemy.item-kind.forging,煉製,器物,
craft.workbench.alchemy.job.batch-output,煉製,每批 {count} {unit},
craft.workbench.alchemy.job.empty,煉製,暫無{activityName}任務。,
craft.workbench.alchemy.job.failure-count,煉製,失敗 {count},
craft.workbench.alchemy.job.progress,煉製,煉製進度,
craft.workbench.alchemy.job.progress-value,煉製,{completed} / {quantity} 批,
craft.workbench.alchemy.job.quantity,煉製,數量 {quantity} 批,
craft.workbench.alchemy.job.remaining,煉製,剩餘 {ticks},
craft.workbench.alchemy.job.spirit-stone,煉製,靈石 {count},
craft.workbench.alchemy.job.success-count,煉製,成功 {count},
craft.workbench.alchemy.job.title,煉製,當前任務,
craft.workbench.alchemy.metric.success.alchemy,煉製,成丹率 {rate},
craft.workbench.alchemy.metric.success.forging,煉製,成器率 {rate},
craft.workbench.alchemy.noun.alchemy-recipe,煉製,丹方,
craft.workbench.alchemy.noun.forging-recipe,煉製,器方,
craft.workbench.alchemy.phase.brewing,煉製,製作中,
craft.workbench.alchemy.phase.paused,煉製,等待恢復,
craft.workbench.alchemy.realm.foundation,煉製,築基,
craft.workbench.alchemy.realm.mortal,煉製,凡胎,
craft.workbench.alchemy.realm.qi,煉製,練氣,
craft.workbench.alchemy.recipe-list.empty-category,煉製,當前分類下還沒有可煉製的{noun}。,
craft.workbench.alchemy.recipe-list.empty-current,煉製,當前沒有可用{noun}。,
craft.workbench.alchemy.recipe-list.loading,煉製,{noun}查探中...,
craft.workbench.alchemy.subtitle.alchemy,煉製,煉丹 Lv.{alchemyLevel} · 採集 Lv.{gatherLevel},
craft.workbench.alchemy.subtitle.forging,煉製,煉器 Lv.{level} · 技藝器方,
craft.workbench.alchemy.subtitle.job,煉製,當前任務：{itemName} · {completed} / {quantity} 批,
craft.workbench.alchemy.tab.full-alchemy,煉製,完整丹方,
craft.workbench.alchemy.tab.full-forging,煉製,完整器方,
craft.workbench.alchemy.tab.simple-alchemy,煉製,自創丹方,
craft.workbench.alchemy.tab.simple-forging,煉製,自創器方,
craft.workbench.alchemy.topbar.level.alchemy,煉製,煉丹等級,
craft.workbench.alchemy.topbar.level.forging,煉製,煉器等級,
craft.workbench.alchemy.topbar.note,煉製,懸浮或點按{itemKind}可查看效果與來源,
craft.workbench.forging.beginner-recipes,煉製,入門器方,
craft.workbench.forging.placeholder.text,煉製,當前煉器只開放最低級工具類器方；未裝備煉器工具時可以進入菜單，但不會獲得工具加成。,
root.dual.balanced.desc,靈根,兩系強弱接近，靈氣分佈平滑，適合走互補路線。,
root.dual.balanced.meta,靈根,雙靈根 · 均衡,
root.dual.balanced.name,靈根,{names}均衡雙靈根,
root.dual.heaven.desc,靈根,雙系皆過九十，兼顧變化與純度，屬於極罕見的雙系天靈根。,
root.dual.heaven.meta,靈根,雙靈根 · 天品,
root.dual.heaven.name,靈根,{names}天靈根,
root.dual.mixed.desc,靈根,兩系都不算太強，難稱精品，只能算常見的雜雙靈根。,
root.dual.mixed.meta,靈根,雙靈根 · 雜駁,
root.dual.mixed.name,靈根,{names}雜雙靈根,
root.dual.normal.desc,靈根,標準雙靈根格局，既有變化，也承擔了純度被分走的代價。,
root.dual.normal.meta,靈根,雙靈根 · 常規,
root.dual.normal.name,靈根,{names}雙靈根,
root.dual.true.desc,靈根,兩系都很紮實，是雙修路線裡相當漂亮的一檔。,
root.dual.true.meta,靈根,雙靈根 · 上品,
root.dual.true.name,靈根,{names}真雙靈根,
root.dual.waste.desc,靈根,兩系都沾一點，卻都不成氣候，屬於典型廢雙靈根。,
root.dual.waste.meta,靈根,雙靈根 · 近廢,
root.dual.waste.name,靈根,{names}廢雙靈根,
root.five.balanced.desc,靈根,五行分佈極其平均，沒有明顯偏科，最適合全系兼修路線。,
root.five.balanced.meta,靈根,五靈根 · 均衡,
root.five.balanced.name,靈根,五行均衡靈根,
root.five.god.desc,靈根,五行俱圓滿，條條皆為百數，已經不是尋常五靈根能形容的資質。,
root.five.god.meta,靈根,五靈根 · 神品,
root.five.god.name,靈根,神靈根,
root.five.heaven.desc,靈根,五行俱全且全部過九十，極其稀有，真正意義上的五行齊鳴。,
root.five.heaven.meta,靈根,五靈根 · 天品,
root.five.heaven.name,靈根,五行天靈根,
root.five.high.desc,靈根,五行總值不低，已經跳出普通雜靈根範疇，整體底子相當紮實。,
root.five.high.meta,靈根,五靈根 · 上品,
root.five.high.name,靈根,上品五靈根,
root.five.low.desc,靈根,屬於五靈根裡比較常見的一檔，路子很多，但單系都不算特別強。,
root.five.low.meta,靈根,五靈根 · 普通,
root.five.low.name,靈根,下品五靈根,
root.five.mixed.desc,靈根,五行混雜、純度偏低，是最常見的一類靈根，優點是適配面廣。,
root.five.mixed.meta,靈根,五靈根 · 雜駁,
root.five.mixed.name,靈根,雜靈根,
root.five.supreme.desc,靈根,五行俱全且整體總值極高，雖然未必每條都達天品，但底子已經極厚。,
root.five.supreme.meta,靈根,五靈根 · 極品,
root.five.supreme.name,靈根,極品五行靈根,
root.five.true.desc,靈根,五行全部強勢，雖然未到全體天品，但整體已經非常誇張。,
root.five.true.meta,靈根,五靈根 · 極上,
root.five.true.name,靈根,五行真靈根,
root.five.waste.desc,靈根,五行俱全卻極度孱弱，看似什麼都有，實則每一系都不足以撐起修行。,
root.five.waste.meta,靈根,五靈根 · 近廢,
root.five.waste.name,靈根,廢靈根,
root.none.desc,靈根,當前沒有可用靈根。,
root.none.meta,靈根,靈根已絕,
root.none.name,靈根,無靈根,
root.quad.heaven.desc,靈根,四系全部極高，已經超出常規四靈根應有的駁雜程度。,
root.quad.heaven.meta,靈根,四靈根 · 天品,
root.quad.heaven.name,靈根,{names}四象天靈根,
root.quad.mixed.desc,靈根,四系駁雜，純度攤得很散，是典型的普通雜四靈根。,
root.quad.mixed.meta,靈根,四靈根 · 雜駁,
root.quad.mixed.name,靈根,{names}雜四靈根,
root.quad.normal.desc,靈根,四系並存，天然適合更復雜的路線，只是單系優勢更難拉出來。,
root.quad.normal.meta,靈根,四靈根 · 常規,
root.quad.normal.name,靈根,{names}四靈根,
root.quad.true.desc,靈根,四系都不低，說明這次開門極順，屬於相當漂亮的四靈根。,
root.quad.true.meta,靈根,四靈根 · 上品,
root.quad.true.name,靈根,{names}真四靈根,
root.quad.waste.desc,靈根,四系過多又過弱，屬性不少，但每一條都像風中殘燭。,
root.quad.waste.meta,靈根,四靈根 · 近廢,
root.quad.waste.name,靈根,{names}廢四靈根,
root.single.heaven.desc,靈根,靈氣歸一，雜質極少，屬於典型的單系天靈根。,
root.single.heaven.meta,靈根,單靈根 · 天品,
root.single.heaven.name,靈根,{names}天靈根,
root.single.innate-dao.desc,靈根,僅存一系，且數值圓滿，已近先天道胎之象。,
root.single.innate-dao.meta,靈根,單靈根 · 極境資質,
root.single.innate-dao.name,靈根,{names}先天道胎靈根,
root.single.supreme.desc,靈根,單一屬性純度極高，已是最上層的單系資質。,
root.single.supreme.meta,靈根,單靈根 · 極品,
root.single.supreme.name,靈根,{names}極品天靈根,
root.single.true.desc,靈根,雖然未到天品，但依舊屬於極強的單系資質。,
root.single.true.meta,靈根,單靈根 · 上品,
root.single.true.name,靈根,{names}真靈根,
root.single.waste.desc,靈根,雖然形式上只餘一系，但數值太低，幾近枯竭。,
root.single.waste.meta,靈根,單靈根 · 近廢,
root.single.waste.name,靈根,{names}廢靈根,
root.single.weak.desc,靈根,路線純粹，但根基偏枯，後續更依賴資源和機緣。,
root.single.weak.meta,靈根,單靈根 · 偏弱,
root.single.weak.name,靈根,{names}偏枯單靈根,
root.triple.balanced.desc,靈根,三系分佈平滑，沒有明顯短板，適合多屬性體系。,
root.triple.balanced.meta,靈根,三靈根 · 均衡,
root.triple.balanced.name,靈根,{names}均衡三靈根,
root.triple.heaven.desc,靈根,三系齊強且都過九十，放在三靈根裡已近傳說。,
root.triple.heaven.meta,靈根,三靈根 · 天品,
root.triple.heaven.name,靈根,{names}三系天靈根,
root.triple.mixed.desc,靈根,很常見的普通資質，廣而不精，更看後續功法與資源。,
root.triple.mixed.meta,靈根,三靈根 · 雜駁,
root.triple.mixed.name,靈根,{names}雜三靈根,
root.triple.normal.desc,靈根,標準三靈根，屬性選擇更多，但每一系分到的純度也更少。,
root.triple.normal.meta,靈根,三靈根 · 常規,
root.triple.normal.name,靈根,{names}三靈根,
root.triple.true.desc,靈根,三系根基都很紮實，勝在路子廣、兼容性強。,
root.triple.true.meta,靈根,三靈根 · 上品,
root.triple.true.name,靈根,{names}真三靈根,
root.triple.waste.desc,靈根,三系都有，卻都過於孱弱，修行時容易處處分散。,
root.triple.waste.meta,靈根,三靈根 · 近廢,
root.triple.waste.name,靈根,{names}廢三靈根,
domain.none,領域標籤,無,
domain.unknown-action,領域標籤,未知行動,
domain.unknown-attr,領域標籤,未知屬性,
domain.unknown-element,領域標籤,未知五行,
domain.unknown-entity,領域標籤,未知,
domain.unknown-equip-slot,領域標籤,未知部位,
domain.unknown-formula-var,領域標籤,未知變量,
domain.unknown-interactable,領域標籤,未知交互物,
domain.unknown-item-type,領域標籤,未知物品類型,
domain.unknown-marker,領域標籤,未知標記,
domain.unknown-quest-line,領域標籤,未知任務線,
domain.unknown-quest-objective,領域標籤,未知目標,
domain.unknown-quest-status,領域標籤,未知狀態,
domain.unknown-stat,領域標籤,未知統計,
domain.unknown-technique-category,領域標籤,未分類,
domain.unknown-technique-grade,領域標籤,無品,
domain.unknown-technique-realm,領域標籤,未知,
domain.unknown-terrain,領域標籤,未知地貌,
panel.registry.action,面板註冊,行動,
panel.registry.attr,面板註冊,屬性,
panel.registry.body-training,面板註冊,煉體,
panel.registry.changelog,面板註冊,更新日誌,
panel.registry.chat,面板註冊,聊天,
panel.registry.debug,面板註冊,調試,
panel.registry.equipment,面板註冊,裝備,
panel.registry.inventory,面板註冊,背包,
panel.registry.loot,面板註冊,拾取,
panel.registry.mail,面板註冊,飛書,
panel.registry.market,面板註冊,坊市,
panel.registry.minimap,面板註冊,小地圖,
panel.registry.quest,面板註冊,任務,
panel.registry.settings,面板註冊,設置,
panel.registry.social,面板註冊,道友,
panel.registry.technique,面板註冊,功法,
panel.registry.world-map-intel,面板註冊,地圖情報,
panel.registry.world-tianji,面板註冊,天機閣,
targeting.badge.cast-range,目標選擇,射程 {range},範圍D固定前端可見文本
targeting.badge.max-targets,目標選擇,· 最多 {count} 目標,範圍D固定前端可見文本
targeting.badge.selected,目標選擇,選定 {actionName} 目標 · {range}{shape},範圍D固定前端可見文本
targeting.badge.shape.area,目標選擇,· 範圍半徑 {radius}{maxTargets},範圍D固定前端可見文本
targeting.badge.shape.box,目標選擇,· 矩形 {width}x{height}{maxTargets},範圍D固定前端可見文本
targeting.badge.shape.checkerboard,目標選擇,· 棋盤 {width}x{height}{maxTargets},範圍D固定前端可見文本
targeting.badge.shape.line,目標選擇,· 直線{maxTargets},範圍D固定前端可見文本
targeting.badge.shape.oriented-box,目標選擇,· 定向矩形 {width}x{height}{maxTargets},範圍D固定前端可見文本
targeting.badge.shape.ring,目標選擇,· 環帶 {inner}-{outer}{maxTargets},範圍D固定前端可見文本
targeting.badge.vision-range,目標選擇,視野 {range},範圍D固定前端可見文本
targeting.senseqi.title,目標選擇,感氣視角,範圍D固定前端可見文本
targeting.toast.cancelled,目標選擇,已取消目標選擇,範圍D固定前端可見文本
targeting.toast.observe,目標選擇,請選擇當前視野內的目標格，按取消鍵或右鍵取消,範圍D固定前端可見文本
