key,category,zh-CN,note
root.dual.balanced.desc,灵根,两系强弱接近，灵气分布平滑，适合走互补路线。,
root.dual.balanced.meta,灵根,双灵根 · 均衡,
root.dual.balanced.name,灵根,{names}均衡双灵根,
root.dual.heaven.desc,灵根,双系皆过九十，兼顾变化与纯度，属于极罕见的双系天灵根。,
root.dual.heaven.meta,灵根,双灵根 · 天品,
root.dual.heaven.name,灵根,{names}天灵根,
root.dual.mixed.desc,灵根,两系都不算太强，难称精品，只能算常见的杂双灵根。,
root.dual.mixed.meta,灵根,双灵根 · 杂驳,
root.dual.mixed.name,灵根,{names}杂双灵根,
root.dual.normal.desc,灵根,标准双灵根格局，既有变化，也承担了纯度被分走的代价。,
root.dual.normal.meta,灵根,双灵根 · 常规,
root.dual.normal.name,灵根,{names}双灵根,
root.dual.true.desc,灵根,两系都很扎实，是双修路线里相当漂亮的一档。,
root.dual.true.meta,灵根,双灵根 · 上品,
root.dual.true.name,灵根,{names}真双灵根,
root.dual.waste.desc,灵根,两系都沾一点，却都不成气候，属于典型废双灵根。,
root.dual.waste.meta,灵根,双灵根 · 近废,
root.dual.waste.name,灵根,{names}废双灵根,
root.five.balanced.desc,灵根,五行分布极其平均，没有明显偏科，最适合全系兼修路线。,
root.five.balanced.meta,灵根,五灵根 · 均衡,
root.five.balanced.name,灵根,五行均衡灵根,
root.five.god.desc,灵根,五行俱圆满，条条皆为百数，已经不是寻常五灵根能形容的资质。,
root.five.god.meta,灵根,五灵根 · 神品,
root.five.god.name,灵根,神灵根,
root.five.heaven.desc,灵根,五行俱全且全部过九十，极其稀有，真正意义上的五行齐鸣。,
root.five.heaven.meta,灵根,五灵根 · 天品,
root.five.heaven.name,灵根,五行天灵根,
root.five.high.desc,灵根,五行总值不低，已经跳出普通杂灵根范畴，整体底子相当扎实。,
root.five.high.meta,灵根,五灵根 · 上品,
root.five.high.name,灵根,上品五灵根,
root.five.low.desc,灵根,属于五灵根里比较常见的一档，路子很多，但单系都不算特别强。,
root.five.low.meta,灵根,五灵根 · 普通,
root.five.low.name,灵根,下品五灵根,
root.five.mixed.desc,灵根,五行混杂、纯度偏低，是最常见的一类灵根，优点是适配面广。,
root.five.mixed.meta,灵根,五灵根 · 杂驳,
root.five.mixed.name,灵根,杂灵根,
root.five.supreme.desc,灵根,五行俱全且整体总值极高，虽然未必每条都达天品，但底子已经极厚。,
root.five.supreme.meta,灵根,五灵根 · 极品,
root.five.supreme.name,灵根,极品五行灵根,
root.five.true.desc,灵根,五行全部强势，虽然未到全体天品，但整体已经非常夸张。,
root.five.true.meta,灵根,五灵根 · 极上,
root.five.true.name,灵根,五行真灵根,
root.five.waste.desc,灵根,五行俱全却极度孱弱，看似什么都有，实则每一系都不足以撑起修行。,
root.five.waste.meta,灵根,五灵根 · 近废,
root.five.waste.name,灵根,废灵根,
root.none.desc,灵根,当前没有可用灵根。,
root.none.meta,灵根,灵根已绝,
root.none.name,灵根,无灵根,
root.quad.heaven.desc,灵根,四系全部极高，已经超出常规四灵根应有的驳杂程度。,
root.quad.heaven.meta,灵根,四灵根 · 天品,
root.quad.heaven.name,灵根,{names}四象天灵根,
root.quad.mixed.desc,灵根,四系驳杂，纯度摊得很散，是典型的普通杂四灵根。,
root.quad.mixed.meta,灵根,四灵根 · 杂驳,
root.quad.mixed.name,灵根,{names}杂四灵根,
root.quad.normal.desc,灵根,四系并存，天然适合更复杂的路线，只是单系优势更难拉出来。,
root.quad.normal.meta,灵根,四灵根 · 常规,
root.quad.normal.name,灵根,{names}四灵根,
root.quad.true.desc,灵根,四系都不低，说明这次开门极顺，属于相当漂亮的四灵根。,
root.quad.true.meta,灵根,四灵根 · 上品,
root.quad.true.name,灵根,{names}真四灵根,
root.quad.waste.desc,灵根,四系过多又过弱，属性不少，但每一条都像风中残烛。,
root.quad.waste.meta,灵根,四灵根 · 近废,
root.quad.waste.name,灵根,{names}废四灵根,
root.single.heaven.desc,灵根,灵气归一，杂质极少，属于典型的单系天灵根。,
root.single.heaven.meta,灵根,单灵根 · 天品,
root.single.heaven.name,灵根,{names}天灵根,
root.single.innate-dao.desc,灵根,仅存一系，且数值圆满，已近先天道胎之象。,
root.single.innate-dao.meta,灵根,单灵根 · 极境资质,
root.single.innate-dao.name,灵根,{names}先天道胎灵根,
root.single.supreme.desc,灵根,单一属性纯度极高，已是最上层的单系资质。,
root.single.supreme.meta,灵根,单灵根 · 极品,
root.single.supreme.name,灵根,{names}极品天灵根,
root.single.true.desc,灵根,虽然未到天品，但依旧属于极强的单系资质。,
root.single.true.meta,灵根,单灵根 · 上品,
root.single.true.name,灵根,{names}真灵根,
root.single.waste.desc,灵根,虽然形式上只余一系，但数值太低，几近枯竭。,
root.single.waste.meta,灵根,单灵根 · 近废,
root.single.waste.name,灵根,{names}废灵根,
root.single.weak.desc,灵根,路线纯粹，但根基偏枯，后续更依赖资源和机缘。,
root.single.weak.meta,灵根,单灵根 · 偏弱,
root.single.weak.name,灵根,{names}偏枯单灵根,
root.triple.balanced.desc,灵根,三系分布平滑，没有明显短板，适合多属性体系。,
root.triple.balanced.meta,灵根,三灵根 · 均衡,
root.triple.balanced.name,灵根,{names}均衡三灵根,
root.triple.heaven.desc,灵根,三系齐强且都过九十，放在三灵根里已近传说。,
root.triple.heaven.meta,灵根,三灵根 · 天品,
root.triple.heaven.name,灵根,{names}三系天灵根,
root.triple.mixed.desc,灵根,很常见的普通资质，广而不精，更看后续功法与资源。,
root.triple.mixed.meta,灵根,三灵根 · 杂驳,
root.triple.mixed.name,灵根,{names}杂三灵根,
root.triple.normal.desc,灵根,标准三灵根，属性选择更多，但每一系分到的纯度也更少。,
root.triple.normal.meta,灵根,三灵根 · 常规,
root.triple.normal.name,灵根,{names}三灵根,
root.triple.true.desc,灵根,三系根基都很扎实，胜在路子广、兼容性强。,
root.triple.true.meta,灵根,三灵根 · 上品,
root.triple.true.name,灵根,{names}真三灵根,
root.triple.waste.desc,灵根,三系都有，却都过于孱弱，修行时容易处处分散。,
root.triple.waste.meta,灵根,三灵根 · 近废,
root.triple.waste.name,灵根,{names}废三灵根,
domain.none,领域标签,无,
domain.unknown-action,领域标签,未知行动,
domain.unknown-attr,领域标签,未知属性,
domain.unknown-element,领域标签,未知五行,
domain.unknown-entity,领域标签,未知,
domain.unknown-equip-slot,领域标签,未知部位,
domain.unknown-formula-var,领域标签,未知变量,
domain.unknown-interactable,领域标签,未知交互物,
domain.unknown-item-type,领域标签,未知物品类型,
domain.unknown-marker,领域标签,未知标记,
domain.unknown-quest-line,领域标签,未知任务线,
domain.unknown-quest-objective,领域标签,未知目标,
domain.unknown-quest-status,领域标签,未知状态,
domain.unknown-stat,领域标签,未知统计,
domain.unknown-technique-category,领域标签,未分类,
domain.unknown-technique-grade,领域标签,无品,
domain.unknown-technique-realm,领域标签,未知,
domain.unknown-terrain,领域标签,未知地貌,
panel.registry.action,面板注册,行动,
panel.registry.attr,面板注册,属性,
panel.registry.body-training,面板注册,炼体,
panel.registry.changelog,面板注册,更新日志,
panel.registry.chat,面板注册,聊天,
panel.registry.debug,面板注册,调试,
panel.registry.equipment,面板注册,装备,
panel.registry.inventory,面板注册,背包,
panel.registry.loot,面板注册,拾取,
panel.registry.mail,面板注册,飞书,
panel.registry.market,面板注册,坊市,
panel.registry.minimap,面板注册,小地图,
panel.registry.quest,面板注册,任务,
panel.registry.settings,面板注册,设置,
panel.registry.social,面板注册,道友,
panel.registry.technique,面板注册,功法,
panel.registry.world-map-intel,面板注册,地图情报,
panel.registry.world-tianji,面板注册,天机阁,
targeting.badge.cast-range,目标选择,射程 {range},范围D固定前端可见文本
targeting.badge.max-targets,目标选择,· 最多 {count} 目标,范围D固定前端可见文本
targeting.badge.selected,目标选择,选定 {actionName} 目标 · {range}{shape},范围D固定前端可见文本
targeting.badge.shape.area,目标选择,· 范围半径 {radius}{maxTargets},范围D固定前端可见文本
targeting.badge.shape.box,目标选择,· 矩形 {width}x{height}{maxTargets},范围D固定前端可见文本
targeting.badge.shape.checkerboard,目标选择,· 棋盘 {width}x{height}{maxTargets},范围D固定前端可见文本
targeting.badge.shape.line,目标选择,· 直线{maxTargets},范围D固定前端可见文本
targeting.badge.shape.oriented-box,目标选择,· 定向矩形 {width}x{height}{maxTargets},范围D固定前端可见文本
targeting.badge.shape.ring,目标选择,· 环带 {inner}-{outer}{maxTargets},范围D固定前端可见文本
targeting.badge.vision-range,目标选择,视野 {range},范围D固定前端可见文本
targeting.senseqi.title,目标选择,感气视角,范围D固定前端可见文本
targeting.toast.cancelled,目标选择,已取消目标选择,范围D固定前端可见文本
targeting.toast.observe,目标选择,请选择当前视野内的目标格，按取消键或右键取消,范围D固定前端可见文本
targeting.toast.select-range,目标选择,请选择 {range} 格内目标，按取消键或右键取消,范围D固定前端可见文本
targeting.tooltip.coordinate,目标选择,"坐标 ({x}, {y})",范围D固定前端可见文本
targeting.tooltip.formation,目标选择,"{name} · 中心 ({x}, {y}) · 半径 {radius}",范围D固定前端可见文本
targeting.tooltip.formation.default-name,目标选择,阵法,范围D固定前端可见文本
targeting.tooltip.resource-level,目标选择,{label}等级 {level},范围D固定前端可见文本
targeting.tooltip.resource-value,目标选择,{label} {value},范围D固定前端可见文本
targeting.wangqi.area,目标选择,面积 {area},范围D固定前端可见文本
targeting.wangqi.doors-windows,目标选择,门窗 {doors}/{windows},范围D固定前端可见文本
targeting.wangqi.enclosed,目标选择,封闭完整,范围D固定前端可见文本
targeting.wangqi.fengshui,目标选择,风水：{label} {score},范围D固定前端可见文本
targeting.wangqi.fengshui.neutral,目标选择,风水：平 0,范围D固定前端可见文本
targeting.wangqi.luck,目标选择,幸运：{luck},范围D固定前端可见文本
targeting.wangqi.luck.zero,目标选择,幸运：+0,范围D固定前端可见文本
targeting.wangqi.open,目标选择,连通外界,范围D固定前端可见文本
targeting.wangqi.room,目标选择,房间：{room},范围D固定前端可见文本
targeting.wangqi.room.none,目标选择,房间：此处不在房间内,范围D固定前端可见文本
targeting.wangqi.title,目标选择,望气视角,范围D固定前端可见文本
startup.toast.returning-spawn,启动,正返回诞生之地...,
craft.workbench.enhancement.empty.error,强化,当前无法打开强化界面。,
craft.workbench.enhancement.empty.loading,强化,正在整理强化名录与当前背包状态…,
craft.workbench.enhancement.empty.no-target,强化,当前没有可强化的装备或法宝。现在任意装备和法宝都可强化，但你身上暂时没有可用目标。,
craft.workbench.enhancement.empty.select-item,强化,请选择一件装备或法宝。,
craft.workbench.enhancement.formula-pill,强化,强化说明,
craft.workbench.enhancement.formula.line.base-rate,强化,基础成功率由目标等级决定，等级越高越难成功。,
craft.workbench.enhancement.formula.line.duration,强化,耗时会受到强化等级与强化锤修正影响。,
craft.workbench.enhancement.formula.line.final-high,强化,最终成功率受强化上限约束。,
craft.workbench.enhancement.formula.line.final-low,强化,强化等级不足时，成功率会明显降低。,
craft.workbench.enhancement.formula.line.final-negative,强化,修正后低于下限时会按最低成功率结算。,
craft.workbench.enhancement.formula.line.high-skill,强化,角色强化等级越高，越能提高成功率并缩短耗时。,
craft.workbench.enhancement.formula.line.low-skill,强化,角色强化等级低于目标等级时，会受到额外惩罚。,
craft.workbench.enhancement.formula.line.settle,强化,每次强化按当前冲击等级单独结算。,
craft.workbench.enhancement.formula.line.spirit-stone,强化,灵石只在本阶成功时扣除，保护物只在失败且保护生效时扣除。,
craft.workbench.enhancement.history.detail.note,强化,以下成功率按当前角色强化等级 Lv.{level} 与当前强化锤修正计算，仅用于展示该次行动内各目标等级的参考概率。,
craft.workbench.enhancement.history.detail.protection-disabled,强化,未启用保护,
craft.workbench.enhancement.history.detail.protection-enabled,强化,保护从 +{level} 生效,
craft.workbench.enhancement.history.detail.row.failure,强化,失败,
craft.workbench.enhancement.history.detail.row.failure-value,强化,败 {count},
craft.workbench.enhancement.history.detail.row.success,强化,成功,
craft.workbench.enhancement.history.detail.row.success-rate,强化,成功率,
craft.workbench.enhancement.history.detail.row.success-value,强化,成 {count},
craft.workbench.enhancement.history.detail.row.target,强化,目标,
craft.workbench.enhancement.history.detail.subtitle,强化,{itemName} · 开始于 {startedAt},
craft.workbench.enhancement.history.detail.summary,强化,{sessionSummary} · 历史最高 +{highestLevel} · {status} · {endedAt} · {protection},
craft.workbench.enhancement.history.detail.title,强化,强化记录详情,
craft.workbench.enhancement.history.list.empty,强化,当前还没有本地强化记录。,
craft.workbench.enhancement.history.list.entry-meta,强化,等级 {level} · 历史最高 +{highestLevel} · 累计 {attemptCount} 次,
craft.workbench.enhancement.history.list.subtitle,强化,以下为当前设备上的本地累计记录，点击物品后可查看每次开始强化的行动列表,
craft.workbench.enhancement.history.list.title,强化,强化历史记录,
craft.workbench.enhancement.history.session.empty,强化,该物品的旧版历史只有累计汇总，无法拆回过去每次开始强化；后续新记录会按行动分别列出。,
craft.workbench.enhancement.history.session.ended-at,强化,结束于 {endedAt},
craft.workbench.enhancement.history.session.ended-at-empty,强化,尚未结束,
craft.workbench.enhancement.history.session.started-at,强化,开始于 {startedAt},
craft.workbench.enhancement.history.session.status-meta,强化,历史最高 +{highestLevel} · 累计 {attemptCount} 次 · {status} · {endedAt},
craft.workbench.enhancement.history.session.subtitle,强化,{itemName} · 按每次开始强化分组,
